label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,0.5402029156684875,0.6457759141921997,-9.413703310201527e-07,0.4964030385017395,0.5239838361740112,-0.011633572168648243,0.4842354655265808,0.38730910420417786,-0.020946314558386803,0.4774099588394165,0.29160594940185547,-0.034086912870407104,0.4767632484436035,0.19947472214698792,-0.04179162532091141,0.5918400287628174,0.2809658646583557,0.016363944858312607,0.52364581823349,0.2278638631105423,-0.023130543529987335,0.4975489377975464,0.3217985928058624,-0.05102597177028656,0.49836230278015137,0.38811516761779785,-0.06454944610595703,0.6161304712295532,0.30125656723976135,0.006196381524205208,0.5360163450241089,0.24447643756866455,-0.03633953630924225,0.5106945037841797,0.3579336702823639,-0.04937242716550827,0.5165390968322754,0.4219107925891876,-0.04826032742857933,0.6334832906723022,0.33758941292762756,-0.010653262957930565,0.5520153641700745,0.2968529462814331,-0.04913342744112015,0.5353216528892517,0.4052082896232605,-0.042191971093416214,0.5473321676254272,0.45901304483413696,-0.027639923617243767,0.6420043706893921,0.3876226842403412,-0.03015800192952156,0.5750783085823059,0.36154502630233765,-0.053527478128671646,0.5627266764640808,0.43338727951049805,-0.048226259648799896,0.5763024687767029,0.4717620015144348,-0.036729324609041214
0,0.5409257411956787,0.6419087648391724,-8.85043789367046e-07,0.4924539029598236,0.5299710035324097,-0.013266609981656075,0.4820256233215332,0.38829997181892395,-0.020683877170085907,0.47758248448371887,0.2901788651943207,-0.031083963811397552,0.4734783470630646,0.19783425331115723,-0.03576095402240753,0.5828329920768738,0.28726476430892944,0.015325953252613544,0.5204014778137207,0.22746312618255615,-0.02275608666241169,0.4927741587162018,0.31887662410736084,-0.0485798679292202,0.49111852049827576,0.383076936006546,-0.060655027627944946,0.6086155772209167,0.30808523297309875,0.006562262307852507,0.5320672392845154,0.25269436836242676,-0.034080587327480316,0.5095218420028687,0.3657379150390625,-0.04497766122221947,0.5173548460006714,0.42430049180984497,-0.042432863265275955,0.6270280480384827,0.3461429178714752,-0.009302065707743168,0.5492992401123047,0.3065979480743408,-0.04660188779234886,0.5352737307548523,0.4143228828907013,-0.038511890918016434,0.5497511029243469,0.4629411995410919,-0.023472951725125313,0.6377171874046326,0.3958199620246887,-0.027928177267313004,0.5733636021614075,0.3651607930660248,-0.05084333196282387,0.5614158511161804,0.43565040826797485,-0.04485572129487991,0.5752297639846802,0.47111570835113525,-0.033090829849243164
0,0.5430436134338379,0.6429154872894287,-8.646526907796215e-07,0.49584072828292847,0.5283411145210266,-0.015334677882492542,0.4832080900669098,0.3868153691291809,-0.024114025756716728,0.4758532643318176,0.2905421853065491,-0.03567285090684891,0.4743635356426239,0.19937162101268768,-0.0413038395345211,0.5818774700164795,0.283613920211792,0.01305442489683628,0.5204475522041321,0.23040127754211426,-0.027054062113165855,0.4920627772808075,0.3216802775859833,-0.05367627367377281,0.4895640015602112,0.38682395219802856,-0.0654783546924591,0.6081990599632263,0.3053986728191376,0.004902318585664034,0.5324740409851074,0.25516465306282043,-0.03718855604529381,0.5096954107284546,0.36716681718826294,-0.04829825833439827,0.517423152923584,0.4270746111869812,-0.04532287269830704,0.6277894377708435,0.3443775773048401,-0.010624801740050316,0.5498671531677246,0.3071400821208954,-0.048719651997089386,0.5350711345672607,0.4144270420074463,-0.04102807119488716,0.5497288107872009,0.46381711959838867,-0.025774940848350525,0.6397866606712341,0.39524680376052856,-0.029149889945983887,0.5751277804374695,0.364585816860199,-0.051211897283792496,0.5616950988769531,0.4340573847293854,-0.044701118022203445,0.574408769607544,0.46975576877593994,-0.03246575593948364
0,0.543706476688385,0.6510746479034424,-8.783380280874553e-07,0.4946396052837372,0.5331446528434753,-0.015102993696928024,0.48024290800094604,0.38925307989120483,-0.026346465572714806,0.4724630117416382,0.2909318208694458,-0.04069322347640991,0.4721873998641968,0.19866843521595,-0.04947042465209961,0.5877074003219604,0.2895975708961487,0.010393061675131321,0.5206267833709717,0.23322603106498718,-0.03138532489538193,0.49230247735977173,0.33233869075775146,-0.06016617268323898,0.4926281273365021,0.40045374631881714,-0.07395613938570023,0.612302303314209,0.3105563521385193,0.0007714903331361711,0.5317745208740234,0.25679948925971985,-0.043360356241464615,0.5080431699752808,0.3755793273448944,-0.05635368451476097,0.5158712863922119,0.4399128556251526,-0.05506414175033569,0.6293187141418457,0.3475187420845032,-0.015949729830026627,0.5494221448898315,0.3057301640510559,-0.0549674816429615,0.5334261655807495,0.4175850450992584,-0.04827168583869934,0.5482966899871826,0.4719300866127014,-0.03414742648601532,0.6394082903862,0.39712679386138916,-0.035785943269729614,0.5742250680923462,0.3645361363887787,-0.05951633304357529,0.5601295828819275,0.43701663613319397,-0.05450259894132614,0.5733829736709595,0.4751967191696167,-0.043380651623010635
0,0.5445383191108704,0.6637281775474548,-8.564024938095827e-07,0.49567654728889465,0.5367380380630493,-0.015069198794662952,0.48067784309387207,0.39719268679618835,-0.027674425393342972,0.4724122881889343,0.30018484592437744,-0.04318682476878166,0.4725797474384308,0.20811572670936584,-0.05377226695418358,0.5870607495307922,0.28924500942230225,0.00755815114825964,0.5157438516616821,0.23820874094963074,-0.031541772186756134,0.48714444041252136,0.3339497148990631,-0.05922640860080719,0.48857879638671875,0.3980761766433716,-0.07294997572898865,0.6119113564491272,0.3114164471626282,-0.0018080774461850524,0.5300899744033813,0.25927072763442993,-0.04288259148597717,0.5034816265106201,0.37300971150398254,-0.05590533837676048,0.509300708770752,0.43554508686065674,-0.05553567409515381,0.6292669773101807,0.35024794936180115,-0.017404893413186073,0.5470712184906006,0.3112826943397522,-0.05298219248652458,0.5294994711875916,0.41814279556274414,-0.04704982042312622,0.5426795482635498,0.47144728899002075,-0.03451678901910782,0.6402356624603271,0.40099185705184937,-0.036085933446884155,0.5730915665626526,0.3694101870059967,-0.057128604501485825,0.5589593648910522,0.44150540232658386,-0.051540400832891464,0.5728386640548706,0.48087382316589355,-0.04060128331184387
0,0.5359171032905579,0.6440651416778564,-9.456721272727009e-07,0.49229520559310913,0.5293753147125244,-0.011927936226129532,0.4814225435256958,0.39029744267463684,-0.020047571510076523,0.47394225001335144,0.29430752992630005,-0.03193407505750656,0.4707961678504944,0.20266202092170715,-0.03817005828022957,0.5831665992736816,0.2884625494480133,0.017732473090291023,0.5165786147117615,0.2333453744649887,-0.022383637726306915,0.48788633942604065,0.32703229784965515,-0.050129231065511703,0.4868305027484894,0.39495518803596497,-0.06292146444320679,0.6073528528213501,0.30942562222480774,0.007704285904765129,0.5269298553466797,0.2553229331970215,-0.035464417189359665,0.5040101408958435,0.3699127435684204,-0.04807209223508835,0.5111374258995056,0.4353613555431366,-0.045972008258104324,0.6257073879241943,0.3455018103122711,-0.009430731646716595,0.5433329939842224,0.30475184321403503,-0.048356179147958755,0.5289464592933655,0.4159550964832306,-0.0412760004401207,0.5429893732070923,0.47201505303382874,-0.026126649230718613,0.6362888813018799,0.3942590653896332,-0.029360216110944748,0.569094717502594,0.3627236485481262,-0.05275240167975426,0.5559867024421692,0.43532049655914307,-0.04720147326588631,0.5688598155975342,0.4753199815750122,-0.03528512641787529
0,0.5361407399177551,0.6404464244842529,-9.654560244598542e-07,0.49241089820861816,0.5253831744194031,-0.010865887627005577,0.4784058630466461,0.3912333846092224,-0.02044632099568844,0.46933838725090027,0.29474323987960815,-0.03441133350133896,0.4646378755569458,0.20438075065612793,-0.04264906048774719,0.5829326510429382,0.28436702489852905,0.01617167331278324,0.5166040062904358,0.23040026426315308,-0.024487344548106194,0.4876444339752197,0.32915955781936646,-0.05125012993812561,0.4872379004955292,0.3984876871109009,-0.06338753551244736,0.6061276197433472,0.30683624744415283,0.005060811061412096,0.5237727761268616,0.253482460975647,-0.03872347250580788,0.5007740259170532,0.3703007698059082,-0.05058760195970535,0.5089712738990784,0.4330696165561676,-0.0482795424759388,0.6227343678474426,0.3445298373699188,-0.013086061924695969,0.5384036898612976,0.30653995275497437,-0.0534156858921051,0.5248198509216309,0.41897082328796387,-0.04621437191963196,0.5410637259483337,0.4720529615879059,-0.030928071588277817,0.6314073801040649,0.3932649493217468,-0.033748071640729904,0.5637494921684265,0.36380013823509216,-0.057860516011714935,0.5509955286979675,0.435940146446228,-0.05247550457715988,0.5654287934303284,0.4740094542503357,-0.04076220840215683
0,0.5353325009346008,0.6535327434539795,-9.30496241835499e-07,0.48896294832229614,0.5294046401977539,-0.010765993036329746,0.47680962085723877,0.39184048771858215,-0.020079487934708595,0.46776753664016724,0.2950206398963928,-0.033715080469846725,0.46307486295700073,0.2033805549144745,-0.04152529314160347,0.5804634094238281,0.2887886166572571,0.017769865691661835,0.5123510956764221,0.23297427594661713,-0.023435618728399277,0.48525553941726685,0.33041509985923767,-0.051703114062547684,0.48539668321609497,0.3981180787086487,-0.06497976183891296,0.6050819754600525,0.30914002656936646,0.006552896462380886,0.521305501461029,0.25636833906173706,-0.03780805319547653,0.5005520582199097,0.3744327127933502,-0.05062860995531082,0.511191725730896,0.4370168149471283,-0.04906747117638588,0.6226680874824524,0.346295565366745,-0.011754714883863926,0.5383069515228271,0.3100583553314209,-0.050795793533325195,0.5252679586410522,0.4219699501991272,-0.04268118366599083,0.5415529012680054,0.4737609624862671,-0.0274019967764616,0.6311882734298706,0.39501476287841797,-0.03288939595222473,0.5627346038818359,0.36947083473205566,-0.055598486214876175,0.5509522557258606,0.44160112738609314,-0.04942076653242111,0.5661424994468689,0.47792676091194153,-0.03756116330623627
0,0.5443926453590393,0.6401526927947998,-9.155896236734407e-07,0.49555444717407227,0.527897298336029,-0.01303085032850504,0.47922831773757935,0.3916245996952057,-0.023602668195962906,0.47054746747016907,0.2940591275691986,-0.03802921622991562,0.4685644507408142,0.20203302800655365,-0.047038882970809937,0.5792684555053711,0.2835054099559784,0.010885324329137802,0.5134192705154419,0.2301291823387146,-0.03103007934987545,0.48439615964889526,0.32954737544059753,-0.05818028375506401,0.4860011339187622,0.39552146196365356,-0.07066734880208969,0.6046751141548157,0.30692556500434875,0.00029399406048469245,0.5264911651611328,0.25495538115501404,-0.044753849506378174,0.5037286877632141,0.37238478660583496,-0.05653132498264313,0.5138609409332275,0.4318007230758667,-0.05408738553524017,0.6232357621192932,0.34697550535202026,-0.01731197163462639,0.5435759425163269,0.3106136620044708,-0.05908029526472092,0.5299164056777954,0.42488908767700195,-0.05186648294329643,0.5481362342834473,0.4748584032058716,-0.036653172224760056,0.6344286799430847,0.39793336391448975,-0.037539225071668625,0.569402277469635,0.3685362935066223,-0.06222635135054588,0.5568623542785645,0.44194671511650085,-0.05658097565174103,0.5723138451576233,0.47709333896636963,-0.044957879930734634
0,0.5496659278869629,0.6525591611862183,-8.839021461426455e-07,0.5003408789634705,0.5296457409858704,-0.014996725134551525,0.4868210554122925,0.39098891615867615,-0.026662247255444527,0.48111671209335327,0.2964523136615753,-0.04144618660211563,0.48335787653923035,0.20114530622959137,-0.05096883699297905,0.5961753726005554,0.2861502170562744,0.010953201912343502,0.5296520590782166,0.2313050925731659,-0.028687668964266777,0.5020802617073059,0.3273572325706482,-0.05651453509926796,0.5020908117294312,0.392649382352829,-0.07019943743944168,0.6221438050270081,0.30799975991249084,0.0017556892707943916,0.539959192276001,0.2571599781513214,-0.04001025855541229,0.5153478384017944,0.373190701007843,-0.053060758858919144,0.5228292942047119,0.43580329418182373,-0.05274195596575737,0.6403987407684326,0.3465721309185028,-0.01420319452881813,0.5583429336547852,0.305134654045105,-0.05175606533885002,0.541244626045227,0.41555315256118774,-0.0445810966193676,0.553650438785553,0.46975457668304443,-0.030605843290686607,0.651361346244812,0.3979550302028656,-0.0331607386469841,0.5840916037559509,0.36425313353538513,-0.05637019872665405,0.5698961615562439,0.43701449036598206,-0.05041934922337532,0.5822374820709229,0.47623056173324585,-0.03856608644127846
